label,K2HPO4_(mM),KH2PO4_(mM),Na2HPO4_(mM),Glucose_(mM),(NH4)2SO4_(mM),NH4Cl_(mM),Alanine_(mM),Arginine/HCl_(mM),Asparagine/H2O_(mM),AsparticAcid_(mM),Cystine/HCl/H2O_(mM),GlutamicAcid/HCl_(mM),Glutamine_(mM),Glycine_(mM),Histidine/HCl/H2O_(mM),Isoleucine_(mM),Leucine_(mM),Lysine/HCl_(mM),Methionine_(mM),Phenylalanine_(mM),Proline_(mM),Serine_(mM),Threonine_(mM),Tryptophan_(mM),Tyrosine_(mM),Valine_(mM),KCl_(mM),NaCl_(mM),MgSO4/7H2O_(mM),MgCl2/6H2O_(mM),CaCl2/2H2O_(mM),CaSO4/2H2O_(mM),Na3C6H5O7/2H2O_(mM),Na2S2O3/5H2O_(mM),FeSO4/7H2O_(mM),CuSO4/5H2O_(mM),Na2MoO4/2H2O_(mM),ZuSO4/7H2O_(mM),Thiamine/HCl_(mM),Pyridoxine_(mM),FolicAcid_(mM),Riboflavin_(mM),H3BO3_(mM),AminobenzoicAcid_(mM)
Curve05029,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0,0.0,0.8,0.0
Curve05030,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0,0.0,0.8,0.0
Curve05031,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0,0.0,0.8,0.0
Curve05032,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0,0.0,0.8,0.0
Curve05033,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0,0.0,0.8,0.0
Curve05034,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0,0.0,0.8,0.0
Curve05035,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0,0.0,0.8,0.0
Curve05036,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0,0.0,0.8,0.0
Curve05037,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0,0.0,0.8,0.0
Curve05038,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0,0.0,0.8,0.0
Curve05039,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0,0.0,0.8,0.0
Curve05040,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0,0.0,0.8,0.0
Curve05041,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,5.0e-6,0.0,0.8,0.0
Curve05042,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,5.0e-6,0.0,0.8,0.0
Curve05043,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,5.0e-6,0.0,0.8,0.0
Curve05044,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,5.0e-6,0.0,0.8,0.0
Curve05045,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,5.0e-6,0.0,0.8,0.0
Curve05046,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,5.0e-6,0.0,0.8,0.0
Curve05047,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,5.0e-6,0.0,0.8,0.0
Curve05048,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,5.0e-6,0.0,0.8,0.0
Curve05049,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,5.0e-6,0.0,0.8,0.0
Curve05050,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,5.0e-6,0.0,0.8,0.0
Curve05051,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,5.0e-6,0.0,0.8,0.0
Curve05052,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,5.0e-6,0.0,0.8,0.0
Curve05053,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,5.0e-5,0.0,0.8,0.0
Curve05054,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,5.0e-5,0.0,0.8,0.0
Curve05055,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,5.0e-5,0.0,0.8,0.0
Curve05056,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,5.0e-5,0.0,0.8,0.0
Curve05057,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,5.0e-5,0.0,0.8,0.0
Curve05058,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,5.0e-5,0.0,0.8,0.0
Curve05059,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,5.0e-5,0.0,0.8,0.0
Curve05060,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,5.0e-5,0.0,0.8,0.0
Curve05061,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,5.0e-5,0.0,0.8,0.0
Curve05062,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,5.0e-5,0.0,0.8,0.0
Curve05063,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,5.0e-5,0.0,0.8,0.0
Curve05064,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,5.0e-5,0.0,0.8,0.0
Curve05077,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.005,0.0,0.8,0.0
Curve05078,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.005,0.0,0.8,0.0
Curve05079,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.005,0.0,0.8,0.0
Curve05080,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.005,0.0,0.8,0.0
Curve05081,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.005,0.0,0.8,0.0
Curve05082,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.005,0.0,0.8,0.0
Curve05083,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.005,0.0,0.8,0.0
Curve05084,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.005,0.0,0.8,0.0
Curve05085,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.005,0.0,0.8,0.0
Curve05086,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.005,0.0,0.8,0.0
Curve05087,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.005,0.0,0.8,0.0
Curve05088,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.005,0.0,0.8,0.0
Curve05101,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,5.0e-5,0.8,0.0
Curve05102,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,5.0e-5,0.8,0.0
Curve05103,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,5.0e-5,0.8,0.0
Curve05104,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,5.0e-5,0.8,0.0
Curve05105,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,5.0e-5,0.8,0.0
Curve05106,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,5.0e-5,0.8,0.0
Curve05107,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,5.0e-5,0.8,0.0
Curve05108,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,5.0e-5,0.8,0.0
Curve05109,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,5.0e-5,0.8,0.0
Curve05110,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,5.0e-5,0.8,0.0
Curve05111,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,5.0e-5,0.8,0.0
Curve05112,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,5.0e-5,0.8,0.0
Curve05113,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0005,0.8,0.0
Curve05114,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0005,0.8,0.0
Curve05115,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0005,0.8,0.0
Curve05116,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0005,0.8,0.0
Curve05117,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0005,0.8,0.0
Curve05118,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0005,0.8,0.0
Curve05119,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0005,0.8,0.0
Curve05120,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0005,0.8,0.0
Curve05121,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0005,0.8,0.0
Curve05122,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0005,0.8,0.0
Curve05123,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0005,0.8,0.0
